msno,is_churn,city,bd,gender,registered_via,registration_init_time,bd_clean,num_transactions,last_transaction_date,last_expire_date,last_plan_price,last_amount_paid,last_payment_method,last_payment_plan_days,is_auto_renew,any_cancel,active_days,first_log_date,last_log_date,total_secs_sum,total_secs_mean,num_unq_mean,num_100_sum,num_25_sum,has_member_record,has_transactions,has_logs,is_age_missing,days_since_last_transaction,days_since_last_log
rigNyx4DJljH+HvdM24z/IyFfFQQDYkOP5LcraU+Dp0=,0,1.0,0.0,,7.0,2015-08-20,,1.0,2017-03-19,2017-04-26,99.0,99.0,41.0,30.0,1.0,0.0,4.0,2017-03-02,2017-03-25,6501.174,1625.2935,6.25,19.0,6.0,True,True,True,True,12.0,6.0
72JQoK25qOLTVB8/iqhi4osTEXWBuE6XAqXdAW2jiYI=,0,1.0,0.0,,7.0,2013-11-20,,1.0,2017-03-21,2017-04-21,99.0,99.0,41.0,30.0,1.0,0.0,1.0,2017-03-23,2017-03-23,1589.18,1589.18,6.0,6.0,0.0,True,True,True,True,10.0,8.0
ByVFMaNBVbpIdlY8kWwhaTseIraiNmh6YCrRT4YNvlw=,0,13.0,34.0,female,9.0,2009-12-22,34.0,1.0,2017-03-10,2017-04-09,149.0,149.0,40.0,30.0,1.0,0.0,24.0,2017-03-03,2017-03-31,139959.389,5831.641208333333,17.083333333333332,605.0,162.0,True,True,True,False,21.0,0.0
8SpyQv58ZWG2r8655KUlEmzXENl6dcLF2av3o/iGf98=,0,1.0,0.0,,7.0,2014-01-18,,1.0,2017-03-08,2017-04-08,99.0,99.0,41.0,30.0,1.0,0.0,26.0,2017-03-01,2017-03-31,74517.257,2866.048346153846,16.153846153846153,254.0,216.0,True,True,True,True,23.0,0.0
XEwrvhciIDa2LguV+0zImba6qiQpze3MK9Ut1opt7k4=,0,1.0,0.0,,7.0,2013-10-20,,1.0,2017-03-19,2017-04-19,149.0,149.0,41.0,30.0,1.0,0.0,27.0,2017-03-01,2017-03-31,153406.706,5681.729851851852,23.185185185185187,554.0,97.0,True,True,True,True,12.0,0.0
gFlhFK4yb686H7BX0R57pPCzhiY3+rZaSaDwRMHFc2k=,0,1.0,0.0,,7.0,2016-12-11,,1.0,2017-03-10,2017-04-10,99.0,99.0,41.0,30.0,1.0,0.0,15.0,2017-03-01,2017-03-25,101660.083,6777.338866666667,21.73333333333333,425.0,14.0,True,True,True,True,21.0,6.0
AyQNO3DH6sEdnq33v3pKaA52dkY4gMbkguxIElRWq/I=,0,1.0,0.0,,7.0,2012-11-16,,1.0,2017-03-15,2017-04-16,149.0,149.0,41.0,30.0,1.0,0.0,16.0,2017-03-01,2017-03-31,54157.996,3384.87475,10.6875,164.0,24.0,True,True,True,True,16.0,0.0
RAKboWe5u5mnuiSirWfvTf+v50dWlfNtouZBZ5xEYtg=,0,1.0,0.0,,7.0,2015-08-29,,1.0,2017-03-31,2017-04-30,99.0,99.0,41.0,30.0,1.0,0.0,7.0,2017-03-05,2017-03-29,48440.323,6920.046142857143,30.0,193.0,19.0,True,True,True,True,0.0,2.0
iN0tn9b27cxxhvrcKj3gCqcwf2TnbWFr5QV1WGE3TWY=,0,1.0,0.0,,7.0,2013-09-02,,12.0,2017-03-09,2018-02-02,99.0,99.0,41.0,30.0,1.0,0.0,14.0,2017-03-01,2017-03-31,62298.473,4449.890928571428,19.714285714285715,221.0,61.0,True,True,True,True,22.0,0.0
7TSrn71PiXVBWsBK99q1Ie07U3IrJz5QVYswRf6P97c=,0,5.0,33.0,male,7.0,2010-06-12,33.0,1.0,2017-03-26,2017-04-27,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,False,5.0,
fQ29Sea7tEuruWHuRurOvQDfq4cDxGLHCotkjl+uqjk=,0,5.0,37.0,male,9.0,2014-08-23,37.0,1.0,2017-03-28,2017-04-27,149.0,149.0,38.0,30.0,0.0,0.0,17.0,2017-03-02,2017-03-31,41200.479,2423.557588235294,9.764705882352942,128.0,37.0,True,True,True,False,3.0,0.0
Uh8U3ZeB9Af7x8xdPP/kk2FfBGrQbzfwvflB14BZENs=,0,1.0,0.0,,7.0,2015-10-19,,1.0,2017-03-19,2017-04-19,99.0,99.0,41.0,30.0,1.0,0.0,2.0,2017-03-04,2017-03-05,15772.572,7886.286,40.0,58.0,22.0,True,True,True,True,12.0,26.0
GZX0mckihVCVdesg6wDFYE+/pXYAMdTkvyVlJ3Sbuwo=,0,,,,,,,1.0,2017-03-18,2017-04-19,149.0,149.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,13.0,
wgC/eBkERZdPrXKYWQuOibSUZzc0Avrx+HPOJ3uh1Qo=,0,15.0,45.0,female,7.0,2011-10-28,45.0,1.0,2017-03-20,2017-04-21,129.0,129.0,41.0,30.0,1.0,0.0,11.0,2017-03-05,2017-03-31,22431.725,2039.2477272727272,6.454545454545454,83.0,43.0,True,True,True,False,11.0,0.0
J68TQ7k/wlm+79cmQ9VsuopVxq2J0GzLv1hFdwjuC3c=,0,13.0,23.0,female,9.0,2012-05-09,23.0,1.0,2017-03-09,2017-04-10,149.0,149.0,37.0,30.0,1.0,0.0,29.0,2017-03-01,2017-03-31,139658.66,4815.8158620689655,20.86206896551724,453.0,181.0,True,True,True,False,22.0,0.0
4GxdEilpvEaVYhSeRSzdFMNOUKaPkwzStb6jq8m9ZfY=,0,1.0,0.0,,7.0,2016-01-23,,1.0,2017-03-18,2017-04-18,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,True,13.0,
zoU955jrkbxExQqyNEpXTIYw539Za3oMGps17QOKt90=,0,5.0,25.0,male,7.0,2013-10-27,25.0,1.0,2017-03-26,2017-04-26,149.0,149.0,41.0,30.0,1.0,0.0,24.0,2017-03-03,2017-03-31,121406.267,5058.594458333333,16.583333333333332,456.0,33.0,True,True,True,False,5.0,0.0
FCeLeM0PYqeNDyyVskH6sUzErq/nG8SdnL/k+aF26EQ=,0,1.0,0.0,,7.0,2010-10-14,,1.0,2017-03-13,2017-04-14,129.0,129.0,41.0,30.0,1.0,0.0,24.0,2017-03-03,2017-03-31,73603.728,3066.822,14.583333333333334,282.0,55.0,True,True,True,True,18.0,0.0
fgOGBfH2+dWu7Er27ZTRX69BaWgh7oSYkgbXMBr3mFU=,0,4.0,20.0,male,3.0,2015-10-04,20.0,1.0,2017-03-28,2017-04-28,180.0,180.0,29.0,30.0,1.0,0.0,28.0,2017-03-01,2017-03-31,217909.598,7782.485642857143,26.357142857142858,851.0,74.0,True,True,True,False,3.0,0.0
/dN7Kapiq2AB8/4V9oCoPTnz6rsTGlMHdMrsffaxjHw=,0,1.0,0.0,,7.0,2016-07-09,,1.0,2017-03-08,2017-04-08,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,True,23.0,
5xX/zbYnHZz8XSnFur9vOAJ/jWrdjW1Galabw3RX5mg=,0,1.0,0.0,,7.0,2013-08-31,,1.0,2017-03-24,2017-04-24,149.0,149.0,41.0,30.0,1.0,0.0,3.0,2017-03-11,2017-03-19,15499.674,5166.558,11.333333333333334,68.0,2.0,True,True,True,True,7.0,12.0
35xU6Rc0yr4bVgJQsQkmc+QmE2280MCIw+uUoTwr0Dc=,0,1.0,0.0,,7.0,2011-12-22,,1.0,2017-03-05,2017-04-05,99.0,99.0,41.0,30.0,1.0,0.0,23.0,2017-03-01,2017-03-31,346324.792,15057.599652173914,41.34782608695652,1408.0,71.0,True,True,True,True,26.0,0.0
ypR1RctkBTTe9cOzYQoVlFy4el+aeJlUP4OUcZgh92Q=,0,1.0,0.0,,7.0,2016-05-02,,1.0,2017-03-02,2017-04-02,99.0,99.0,41.0,30.0,1.0,0.0,4.0,2017-03-11,2017-03-28,8681.555999999999,2170.389,20.25,21.0,55.0,True,True,True,True,29.0,3.0
sJwXclAfmrjPjVl/cqyVKVP7kjERclaUtbs/dhr2Obs=,0,1.0,0.0,,7.0,2016-01-07,,1.0,2017-03-07,2017-04-07,99.0,99.0,41.0,30.0,1.0,0.0,29.0,2017-03-01,2017-03-31,183021.856,6311.098482758621,22.20689655172414,693.0,35.0,True,True,True,True,24.0,0.0
smw1iCwaMWIPDTuymd6Q3Ww0xe17vKEjdwKjjjTIWW0=,0,14.0,25.0,female,9.0,2012-08-27,25.0,2.0,2017-03-31,2017-05-30,149.0,149.0,39.0,30.0,1.0,0.0,28.0,2017-03-01,2017-03-31,143265.092,5116.610428571429,18.714285714285715,610.0,168.0,True,True,True,False,0.0,0.0
NEcWdeGDHFtS8OILt68/yMGAyo3U27KLbAAAPr4W1NU=,0,5.0,34.0,male,7.0,2012-05-13,34.0,1.0,2017-03-16,2017-04-17,99.0,99.0,41.0,30.0,1.0,0.0,11.0,2017-03-02,2017-03-31,33590.723,3053.7020909090907,19.454545454545453,106.0,85.0,True,True,True,False,15.0,0.0
kyYvVCscR1F3V4XwhoDH7iPg20vLYvWWNODZPiOHQVE=,0,,,,,,,1.0,2017-03-24,2017-04-24,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,7.0,
zaryhsF8m7CUt3QYb+YaeiTY+Zb2bydqSY8IMn2tnS0=,0,,,,,,,1.0,2017-03-11,2017-04-11,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,20.0,
p/cTvgmqHIvfnxri24mvmtWR/8tYHkAMQ8Ag+Wfr80Y=,0,1.0,0.0,,7.0,2012-02-04,,1.0,2017-03-04,2017-04-05,149.0,149.0,41.0,30.0,1.0,0.0,27.0,2017-03-01,2017-03-30,65013.971,2407.924851851852,12.48148148148148,230.0,110.0,True,True,True,True,27.0,1.0
JmXmHSnNRZPzUWmZeCNFFKLZ2TifPG+6Veazhn9/dcs=,0,,,,,,,2.0,2017-03-31,2017-05-20,149.0,149.0,39.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,0.0,
3Sm5Kyn5w8zT7zi8S04E4BPuOYZIMhgpU08oXvuG3IU=,0,13.0,42.0,male,9.0,2007-06-19,42.0,1.0,2017-03-12,2017-04-14,149.0,149.0,37.0,30.0,1.0,0.0,22.0,2017-03-01,2017-03-31,137564.536,6252.933454545454,18.772727272727277,480.0,68.0,True,True,True,False,19.0,0.0
Q5hsC2qP0ty6OO7mMnFfyRoAx01irrbRu5t9eYxHsuw=,0,,,,,,,1.0,2017-03-25,2017-04-25,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,6.0,
MvHQTCnmF1E4q08vzHbWuxSKISs/N/LXER8+1nzFOf4=,0,1.0,0.0,,7.0,2015-08-30,,1.0,2017-03-31,2017-04-30,99.0,99.0,41.0,30.0,1.0,0.0,2.0,2017-03-07,2017-03-28,3986.361,1993.1805,8.0,14.0,0.0,True,True,True,True,0.0,3.0
Q6bulfDnsF0zQOvgmwn9QqG9UTnWn898xwYAqSHezo4=,0,,,,,,,1.0,2017-03-22,2017-04-22,100.0,100.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,9.0,
GXpz5xKlMQynF/fFU8dDOq6IoVQPvFnmFTYROgXg/5s=,0,5.0,26.0,female,9.0,2012-03-29,26.0,1.0,2017-03-04,2017-04-04,180.0,180.0,29.0,30.0,1.0,0.0,31.0,2017-03-01,2017-03-31,957275.456,30879.85341935484,130.61290322580646,3653.0,741.0,True,True,True,False,27.0,0.0
/v4MdElWa0Ww69ANBr5uhHw+lec2YzcuD2As9PofV1U=,0,1.0,0.0,,7.0,2017-02-10,,1.0,2017-03-09,2017-04-09,100.0,100.0,41.0,30.0,1.0,0.0,14.0,2017-03-04,2017-03-29,58784.561,4198.897214285715,5.857142857142857,231.0,19.0,True,True,True,True,22.0,2.0
68YMFj5RdH4a5ZO9rjdjdvFw0T1/HA6KveTarrsWbwo=,0,22.0,28.0,male,9.0,2010-06-02,28.0,2.0,2017-03-31,2017-05-22,149.0,149.0,33.0,30.0,1.0,0.0,20.0,2017-03-01,2017-03-29,62389.567,3119.4783500000003,18.15,181.0,130.0,True,True,True,False,0.0,2.0
ZhM79PLf55B4HHyfvi4Wq9qNah6JkMcr2n6kRC3ha1Q=,0,4.0,24.0,male,7.0,2016-08-07,24.0,1.0,2017-03-07,2017-04-07,99.0,99.0,41.0,30.0,1.0,0.0,1.0,2017-03-09,2017-03-09,1944.0,1944.0,7.0,7.0,0.0,True,True,True,False,24.0,22.0
wAfug6WISGY0/+Wg+FwyTkbYwHmFNhOJCg39BGUZHgM=,0,1.0,0.0,,7.0,2016-08-18,,1.0,2017-03-17,2017-04-17,99.0,99.0,41.0,30.0,1.0,0.0,22.0,2017-03-05,2017-03-30,50135.79,2278.8995454545457,7.0,167.0,120.0,True,True,True,True,14.0,1.0
nULdrYFWUWpLI3yoI6s0VBModAOCyPqqoXXF6T149mw=,0,13.0,21.0,female,9.0,2012-11-14,21.0,2.0,2017-03-31,2017-05-14,149.0,149.0,39.0,30.0,1.0,0.0,30.0,2017-03-01,2017-03-31,167461.3,5582.043333333333,37.03333333333333,532.0,551.0,True,True,True,False,0.0,0.0
5yTO+qSaVSfhQ00k9Hqwzmq8Quh/nKVqfxquImevhTM=,0,4.0,23.0,male,9.0,2014-10-25,23.0,1.0,2017-03-11,2017-04-10,149.0,149.0,38.0,30.0,0.0,0.0,26.0,2017-03-01,2017-03-31,141741.487,5451.595653846153,7.0,545.0,72.0,True,True,True,False,20.0,0.0
Rc+QgBVdjUipw5UkzdmNwi+v8JqQArwtzAbSth0DOKw=,0,1.0,0.0,,7.0,2015-05-08,,1.0,2017-03-02,2017-04-02,149.0,149.0,41.0,30.0,1.0,0.0,30.0,2017-03-01,2017-03-31,163561.09,5452.0363333333335,23.433333333333334,713.0,55.0,True,True,True,True,29.0,0.0
luDFuyLXAKcF5ai3s+WnNDZw51J4nYGUvztjg5tL8nQ=,0,1.0,0.0,,7.0,2016-10-10,,1.0,2017-03-09,2017-04-09,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,True,22.0,
fFCHt3soUZjFr8oGetZox5VDIGYSoFbHl3Mk9IrxQKs=,0,1.0,0.0,,7.0,2016-01-09,,1.0,2017-03-18,2017-04-18,100.0,100.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,True,13.0,
bxpjQDYa09Xpp3GyQ4ZeTSdJLt40EiGJRpfrLhXqduE=,0,6.0,28.0,male,9.0,2007-06-05,28.0,1.0,2017-03-01,2017-03-31,149.0,149.0,37.0,30.0,1.0,0.0,29.0,2017-03-01,2017-03-31,111232.78,3835.613103448276,16.517241379310345,369.0,125.0,True,True,True,False,30.0,0.0
tw6yOf8owYNErkdGBDJD8cWaYI0K+29OWVHFXli/4x0=,0,1.0,0.0,,7.0,2017-01-03,,1.0,2017-03-02,2017-04-02,100.0,100.0,41.0,30.0,1.0,0.0,13.0,2017-03-01,2017-03-31,69170.07800000001,5320.775230769232,22.846153846153847,263.0,53.0,True,True,True,True,29.0,0.0
Nm94AkUhIh+eOAQiMsdVjMRh8lxNz6WShwnceiuaOyE=,0,1.0,0.0,,7.0,2014-12-13,,1.0,2017-03-03,2017-04-03,99.0,99.0,41.0,30.0,1.0,0.0,20.0,2017-03-01,2017-03-31,74562.209,3728.11045,19.95,243.0,139.0,True,True,True,True,28.0,0.0
tFfmJr2F0YmyYGyuSrfk5bIChKpg1CrpyTQH7+7Stas=,0,1.0,0.0,,7.0,2016-01-05,,1.0,2017-03-05,2017-04-05,149.0,149.0,41.0,30.0,1.0,0.0,13.0,2017-03-01,2017-03-31,19125.115,1471.1626923076922,4.615384615384615,66.0,17.0,True,True,True,True,26.0,0.0
QDe5tUdNJg/07qKE6EPQ2Zg93MkXKQN841nDO/uNl7Q=,0,13.0,32.0,female,9.0,2012-05-14,32.0,1.0,2017-03-20,2017-04-19,149.0,149.0,40.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,False,11.0,
Ne1rxHkmyGI3MWofWgNapggTZa1hQNGPZE7+/ckCSso=,0,15.0,32.0,female,4.0,2016-02-14,32.0,1.0,2017-03-01,2017-03-31,149.0,149.0,40.0,30.0,1.0,0.0,25.0,2017-03-01,2017-03-30,384578.276,15383.13104,55.72,1661.0,245.0,True,True,True,False,30.0,1.0
C2rMXNnphjqhOaIvEbdKVrM5S+/lRxLQ/GNqXr1UGXI=,0,15.0,20.0,female,7.0,2014-02-24,20.0,1.0,2017-03-08,2017-04-08,99.0,99.0,41.0,30.0,1.0,0.0,15.0,2017-03-05,2017-03-31,68114.44,4540.962666666667,21.6,240.0,53.0,True,True,True,False,23.0,0.0
RNm7zH0Yl7t7jCN8lJx/Zm6VVPJxVAQPW5NJg4PN6Ls=,0,5.0,51.0,,9.0,2010-04-12,51.0,1.0,2017-03-01,2017-04-08,149.0,149.0,40.0,30.0,1.0,0.0,13.0,2017-03-07,2017-03-31,22322.29,1717.0992307692309,5.6923076923076925,83.0,32.0,True,True,True,False,30.0,0.0
WQjyg7C+mjg3j61479W4KgzCF8o6nAUP6S4Z46hmO0I=,0,22.0,18.0,male,3.0,2015-04-09,18.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,20.0,2017-03-01,2017-03-29,261912.249,13095.61245,37.4,1218.0,112.0,True,False,True,False,,2.0
k4NGYY/DfX1c2NDgScaDxav+jbdl7liFeBK/WGdCWfE=,0,6.0,0.0,,9.0,2016-01-02,,2.0,2017-03-31,2017-05-04,149.0,149.0,39.0,30.0,1.0,0.0,28.0,2017-03-01,2017-03-31,107200.146,3828.576642857143,14.535714285714286,373.0,84.0,True,True,True,True,0.0,0.0
A1/s48WSO2UgscpKlbOpYV36jfo3S+oRQasq+iF8LKs=,0,4.0,22.0,female,9.0,2013-09-29,22.0,1.0,2017-03-03,2017-04-02,149.0,149.0,38.0,30.0,0.0,0.0,27.0,2017-03-01,2017-03-30,120870.783,4476.6956666666665,30.85185185185185,355.0,355.0,True,True,True,False,28.0,1.0
vOzxgp5yVrpiM0WHEHi/yLg7IiI4Y8MWVKlBiy6ycwk=,0,1.0,0.0,,7.0,2012-01-17,,1.0,2017-03-03,2017-04-03,99.0,99.0,41.0,30.0,1.0,0.0,9.0,2017-03-06,2017-03-30,43124.461,4791.606777777778,22.77777777777778,151.0,34.0,True,True,True,True,28.0,1.0
R+xz8MJ+JkZT32KMjCHYxT/H/WhOi2+Tn5GUF9DQVIc=,0,1.0,0.0,,7.0,2016-12-15,,1.0,2017-03-14,2017-04-14,99.0,99.0,41.0,30.0,1.0,0.0,2.0,2017-03-20,2017-03-30,482.77,241.385,17.0,0.0,37.0,True,True,True,True,17.0,1.0
ehme2M6Rj/ohDOlg4nseCQfwSPF3ZXrBoupnjG1WKEY=,0,14.0,28.0,female,9.0,2007-09-18,28.0,1.0,2017-03-31,2017-04-30,149.0,149.0,31.0,30.0,1.0,0.0,17.0,2017-03-05,2017-03-31,87077.051,5122.179470588236,19.41176470588235,332.0,25.0,True,True,True,False,0.0,0.0
QWFKKLbhAlZweGREt1w/4bf8+f8ji/g9tHvT067gBfM=,0,1.0,0.0,,7.0,2015-10-12,,1.0,2017-03-12,2017-04-12,99.0,99.0,41.0,30.0,1.0,0.0,7.0,2017-03-05,2017-03-27,20847.574,2978.224857142857,12.0,80.0,7.0,True,True,True,True,19.0,4.0
q2CcNLvrs118eI8uMOif6iQfGDIvvXs74BFwbH5y+UM=,0,1.0,0.0,,7.0,2015-08-20,,1.0,2017-03-20,2017-04-20,99.0,99.0,41.0,30.0,1.0,0.0,29.0,2017-03-01,2017-03-30,265802.075,9165.588793103449,36.62068965517241,976.0,143.0,True,True,True,True,11.0,1.0
